landscape_id,split,stratum,horizon,metric,relative_error_level,largest_tested_epsilon,largest_tested_region,accepted_positive_epsilon_count,first_failing_epsilon,all_tested_positive_epsilons_pass
T09,target,regular-sensitivity,50,max_path,0.2,0.1,stress,7,,True
T10,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T10,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T10,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T10,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T10,target,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
T10,target,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
T10,target,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
T10,target,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
T10,target,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
T10,target,regular-sensitivity,20,max_path,0.05,0.01,extended-local,5,0.03,False
T10,target,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
T10,target,regular-sensitivity,20,max_path,0.2,0.03,stress,6,0.1,False
T10,target,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
T10,target,regular-sensitivity,50,max_path,0.05,0.003,extended-local,4,0.01,False
T10,target,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
T10,target,regular-sensitivity,50,max_path,0.2,0.01,extended-local,5,0.03,False
T11,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T11,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T11,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T11,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T11,target,regular-sensitivity,5,max_path,0.01,0.01,extended-local,5,0.03,False
T11,target,regular-sensitivity,5,max_path,0.05,0.1,stress,7,,True
T11,target,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
T11,target,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
T11,target,regular-sensitivity,20,max_path,0.01,0.003,extended-local,4,0.01,False
T11,target,regular-sensitivity,20,max_path,0.05,0.03,stress,6,0.1,False
T11,target,regular-sensitivity,20,max_path,0.1,0.03,stress,6,0.1,False
T11,target,regular-sensitivity,20,max_path,0.2,0.1,stress,7,,True
T11,target,regular-sensitivity,50,max_path,0.01,0.003,extended-local,4,0.01,False
T11,target,regular-sensitivity,50,max_path,0.05,0.01,extended-local,5,0.03,False
T11,target,regular-sensitivity,50,max_path,0.1,0.03,stress,6,0.1,False
T11,target,regular-sensitivity,50,max_path,0.2,0.03,stress,6,0.1,False
T12,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T12,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T12,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T12,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T12,target,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
T12,target,regular-sensitivity,5,max_path,0.05,0.01,extended-local,5,0.03,False
T12,target,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
T12,target,regular-sensitivity,5,max_path,0.2,0.03,stress,6,0.1,False
T12,target,regular-sensitivity,20,max_path,0.01,0.0003,confirmatory,2,0.001,False
T12,target,regular-sensitivity,20,max_path,0.05,0.001,confirmatory,3,0.003,False
T12,target,regular-sensitivity,20,max_path,0.1,0.003,extended-local,4,0.01,False
T12,target,regular-sensitivity,20,max_path,0.2,0.01,extended-local,5,0.03,False
T12,target,regular-sensitivity,50,max_path,0.01,,,0,0.0001,False
T12,target,regular-sensitivity,50,max_path,0.05,0.0001,confirmatory,1,0.0003,False
T12,target,regular-sensitivity,50,max_path,0.1,0.0003,confirmatory,2,0.001,False
T12,target,regular-sensitivity,50,max_path,0.2,0.0003,confirmatory,2,0.001,False
