landscape_id,split,stratum,horizon,region,epsilon_count,epsilon_minimum,epsilon_maximum,endpoint_residual_sign,endpoint_quadratic_scale_minimum,endpoint_quadratic_scale_median,endpoint_quadratic_scale_maximum,endpoint_quadratic_scale_relative_range,endpoint_relative_residual_median,max_path_residual_sign,max_path_quadratic_scale_minimum,max_path_quadratic_scale_median,max_path_quadratic_scale_maximum,max_path_quadratic_scale_relative_range,max_path_relative_residual_median
T12,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-2.653584817158272e-09,-5.734224823367779e-10,3.989863994746656e-11,4.697205882352941,-1.526023458906782e-13,numerical-zero,-2.653584817158272e-09,-5.734224823367779e-10,3.989863994746656e-11,4.697205882352941,-1.526023458906782e-13
T12,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-2.072030818527853e-12,-6.977443314484491e-13,6.765421556309548e-13,1.3742864870794038,2.4365080436326755e-16,numerical-zero,-2.072030818527853e-12,-6.977443314484491e-13,6.765421556309548e-13,1.3742864870794038,2.4365080436326755e-16
T12,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-7.709882115452476e-15,-5.936609228898406e-15,-4.163336342344336e-15,0.0017732728865540697,-2.8725147461774716e-16,numerical-zero,-7.709882115452476e-15,-5.936609228898406e-15,-4.163336342344336e-15,0.0017732728865540697,-2.8725147461774716e-16
T12,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-15.215596721365308,-15.211227099146036,-15.19594852288607,0.0012916905619232747,-0.0007235364779004467,negative,-15.215596721365308,-15.211227099146036,-15.19594852288607,0.0012916905619232747,-0.0007235364779004467
T12,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-15.152424358754685,-15.077001458252557,-15.00157855775043,0.010005026624288626,-0.015496436443613749,negative,-15.152424358754685,-15.077001458252557,-15.00157855775043,0.010005026624288626,-0.015496436443613749
T12,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-14.582974008911263,-13.916003060303282,-13.2490321116953,0.09585668323264163,-0.13971645243880687,negative,-14.582974008911263,-13.916003060303282,-13.2490321116953,0.09585668323264163,-0.13971645243880687
T12,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-922.2766084278181,-918.7418614090545,-906.5761715547211,0.017089062262840196,-0.006647271527818859,negative,-922.2766084278181,-918.7418614090545,-906.5761715547211,0.017089062262840196,-0.006647271527818859
T12,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-873.4909408964162,-823.8559731405555,-774.2210053846948,0.12049428388957652,-0.12495995834159891,negative,-873.4909408964162,-823.8559731405555,-774.2210053846948,0.12049428388957652,-0.12495995834159891
T12,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-582.8496952164423,-445.2912202313585,-307.7327452462747,0.6178360081459185,-0.5819355261074585,negative,-582.8496952164423,-445.2912202313585,-307.7327452462747,0.6178360081459185,-0.5819355261074585
T12,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-135636.96170753107,-128641.34575811107,-108968.27007253507,0.20731042168310404,-0.07968178179927327,negative,-135636.96170753107,-128641.34575811107,-108968.27007253507,0.20731042168310404,-0.07968178179927327
T12,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-75824.48417445192,-56263.28032157427,-36702.076468696614,0.6953453030493449,-0.6137264580776751,negative,-75824.48417445192,-56263.28032157427,-36702.076468696614,0.6953453030493449,-0.6137264580776751
T12,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-14799.991894001168,-9778.951357562175,-4757.91082112318,1.0269077640019482,-0.9495466186352085,negative,-14799.991894001168,-9767.657792768277,-4735.3236915353855,1.0304075363816905,-0.947214834971255
T13,target,analytic-zero,1,confirmatory,3,0.0001,0.001,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
T13,target,analytic-zero,1,extended-local,2,0.003,0.01,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
T13,target,analytic-zero,1,stress,2,0.03,0.1,numerical-zero,0.0,5.551115123125782e-15,1.1102230246251564e-14,0.005551115123125782,,numerical-zero,0.0,5.551115123125782e-15,1.1102230246251564e-14,0.005551115123125782,
T13,target,analytic-zero,5,confirmatory,3,0.0001,0.001,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
T13,target,analytic-zero,5,extended-local,2,0.003,0.01,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
T13,target,analytic-zero,5,stress,2,0.03,0.1,numerical-zero,0.0,1.6653345369377345e-14,3.330669073875469e-14,0.016653345369377345,,numerical-zero,0.0,1.6653345369377345e-14,3.330669073875469e-14,0.016653345369377345,
T13,target,analytic-zero,20,confirmatory,3,0.0001,0.001,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
T13,target,analytic-zero,20,extended-local,2,0.003,0.01,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
T13,target,analytic-zero,20,stress,2,0.03,0.1,numerical-zero,0.0,1.6653345369377345e-14,3.330669073875469e-14,0.016653345369377345,,numerical-zero,0.0,1.6653345369377345e-14,3.330669073875469e-14,0.016653345369377345,
T13,target,analytic-zero,50,confirmatory,3,0.0001,0.001,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
T13,target,analytic-zero,50,extended-local,2,0.003,0.01,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
T13,target,analytic-zero,50,stress,2,0.03,0.1,numerical-zero,0.0,1.6653345369377345e-14,3.330669073875469e-14,0.016653345369377345,,numerical-zero,0.0,1.6653345369377345e-14,3.330669073875469e-14,0.016653345369377345,
T14,target,low-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-1.5890824969900513e-09,-2.212988810452514e-10,-8.951931065993286e-11,6.776189645638047,,numerical-zero,-1.5890824969900513e-09,-2.212988810452514e-10,-8.951931065993286e-11,6.776189645638047,
T14,target,low-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-7.01468689920337e-14,4.648056864201273e-13,9.997582418322881e-13,0.5349525554121609,,numerical-zero,-7.01468689920337e-14,4.648056864201273e-13,9.997582418322881e-13,0.5349525554121609,
T14,target,low-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-8.506134658763039e-14,-4.4650237962635495e-14,-4.239129337640597e-15,0.0404111086249949,,numerical-zero,-8.506134658763039e-14,-4.4650237962635495e-14,-4.239129337640597e-15,0.0404111086249949,
T14,target,low-sensitivity,5,confirmatory,3,0.0001,0.001,numerical-zero,-2.367452869041016e-09,-7.021183321032811e-11,1.0612207513615891e-09,48.83327302011322,,numerical-zero,-2.367452869041016e-09,-7.021183321032811e-11,1.0612207513615891e-09,48.83327302011322,
T14,target,low-sensitivity,5,extended-local,2,0.003,0.01,numerical-zero,-2.2106729520373038e-13,2.8362701700364778e-12,5.893607635276686e-12,2.1558859219683484,,numerical-zero,-2.2106729520373038e-13,2.8362701700364778e-12,5.893607635276686e-12,2.1558859219683484,
T14,target,low-sensitivity,5,stress,2,0.03,0.1,numerical-zero,-3.0498556186481426e-13,-1.441172427616534e-13,1.6751076341507437e-14,0.16086831910316085,,numerical-zero,-3.0498556186481426e-13,-1.441172427616534e-13,1.6751076341507437e-14,0.16086831910316085,
T14,target,low-sensitivity,20,confirmatory,3,0.0001,0.001,numerical-zero,-1.6952930965887913e-10,1.346953065769286e-09,2.1904874895992564e-09,1.7521150953468878,,numerical-zero,-1.6952930965887913e-10,1.8095459926964346e-09,7.741602612725039e-09,4.371887730024152,
T14,target,low-sensitivity,20,extended-local,2,0.003,0.01,numerical-zero,-1.409808621135698e-12,6.50566847736704e-12,1.4421145575869779e-11,2.4334093032992277,,numerical-zero,-1.409808621135698e-12,6.50566847736704e-12,1.4421145575869779e-11,2.4334093032992277,
T14,target,low-sensitivity,20,stress,2,0.03,0.1,numerical-zero,-5.316152639688524e-13,-2.5858245131745143e-13,1.445036133394959e-14,0.273032812651401,,numerical-zero,-5.316152639688524e-13,-2.5858245131745143e-13,1.445036133394959e-14,0.273032812651401,
T14,target,low-sensitivity,50,confirmatory,3,0.0001,0.001,numerical-zero,1.478702138426059e-10,5.396385738236466e-09,4.116917526877541e-08,7.601625800074576,,numerical-zero,1.478702138426059e-10,5.396385738236466e-09,4.672029039190119e-08,8.630298580782776,
T14,target,low-sensitivity,50,extended-local,2,0.003,0.01,numerical-zero,1.7419008449150002e-12,2.3974009639801495e-11,4.620611843468799e-11,1.8546842292060226,,numerical-zero,1.7419008449150002e-12,2.3974009639801495e-11,4.620611843468799e-11,1.8546842292060226,
T14,target,low-sensitivity,50,stress,2,0.03,0.1,numerical-zero,2.4309976167108937e-14,1.0201486056763749e-13,1.7971974496816605e-13,0.07770488440052856,,numerical-zero,2.4309976167108937e-14,1.0201486056763749e-13,1.7971974496816605e-13,0.07770488440052856,
